Nombre del producto,SKU,Precio,Precio rebajado,Descripción,Inventario de seguimiento,Cantidad,Pedido pendiente,Peso,Largo,Ancho,Alto,Categoría de impuestos,Oculto,Categoría,URL de la imagen,Título de SEO,Desc. de SEO,Opción1 nombre,Opción1 valores,Opción2 nombre,Opción2 valores,Opción3 nombre,Opción3 valores,Nombre de Add-on1,Tipo de Add-on1,Obligatorio para Add-on1,Valores de Add-on1,Nombre de Add-on2,Tipo de Add-on2,Obligatorio para Add-on2,Valores de Add-on2,Nombre de Add-on3,Tipo de Add-on3,Obligatorio para Add-on3,Valores de Add-on3
R-001,R-001,460,,DECENARIO SAN BENITO BOLA LISA,TRUE,10,FALSE,0,,,,,FALSE,ROSARIOS Y DECENARIOS,https://raw.githubusercontent.com/jvann/rgjoyeros/master/assets/R-001.jpg,,,,,,,,,,,,,,,,,,,,
R-002,R-002,376,,DECENARIO VIRGEN DE GUADALUPE,TRUE,10,FALSE,0,,,,,FALSE,ROSARIOS Y DECENARIOS,https://raw.githubusercontent.com/jvann/rgjoyeros/master/assets/R-002.jpg,,,,,,,,,,,,,,,,,,,,
R-003,R-003,1128,,ROSARIO SAN BENITO BOLA DIAMANTADA,TRUE,10,FALSE,0,,,,,FALSE,ROSARIOS Y DECENARIOS,https://raw.githubusercontent.com/jvann/rgjoyeros/master/assets/R-003.jpg,,,,,,,,,,,,,,,,,,,,
R-004,R-004,374,,PULSERA CRUZ,TRUE,10,FALSE,0,,,,,FALSE,ROSARIOS Y DECENARIOS,https://raw.githubusercontent.com/jvann/rgjoyeros/master/assets/R-004.jpg,,,,,,,,,,,,,,,,,,,,
R-005,R-005,468,,PULSERA CRUZ C/MEDALLA SAN BENITO,TRUE,10,FALSE,0,,,,,FALSE,ROSARIOS Y DECENARIOS,https://raw.githubusercontent.com/jvann/rgjoyeros/master/assets/R-005.jpg,,,,,,,,,,,,,,,,,,,,
